Utterance_ID	Category	Gender	Accuracy	Completeness	Fluency	Prosodic
070010019	atypical	male	6	10.0	4	4
070010020	atypical	male	5	10.0	4	4
080020001	atypical	male	5	10.0	5	5
080020002	atypical	male	3	10.0	6	6
080020003	atypical	male	4	10.0	3	3
080020004	atypical	male	7	10.0	6	5
080020005	atypical	male	3	10.0	5	5
080020006	atypical	male	4	10.0	6	5
080020007	atypical	male	5	10.0	6	6
080020008	atypical	male	3	10.0	7	7
080020009	atypical	male	4	10.0	6	6
080020010	atypical	male	5	10.0	5	5
080020011	atypical	male	7	10.0	5	5
080020012	atypical	male	4	10.0	5	4
080020013	atypical	male	6	10.0	5	5
080020014	atypical	male	3	10.0	6	6
080020015	atypical	male	7	10.0	7	6
080020016	atypical	male	5	10.0	6	6
080020017	atypical	male	6	10.0	6	6
080020018	atypical	male	4	10.0	6	6
080020019	atypical	male	5	10.0	5	5
080020020	atypical	male	6	10.0	6	6
096190001	atypical	male	6	10.0	7	7
096190003	atypical	male	6	10.0	7	6
096190004	atypical	male	6	10.0	5	5
096190005	atypical	male	3	10.0	5	5
096190006	atypical	male	7	10.0	5	5
096190007	atypical	male	6	10.0	4	4
096190008	atypical	male	6	10.0	5	5
096190009	atypical	male	4	10.0	5	5
096190010	atypical	male	5	10.0	5	5
096190011	atypical	male	3	10.0	5	5
096190012	atypical	male	4	10.0	4	4
096190013	atypical	male	5	10.0	4	4
096190014	atypical	male	4	10.0	4	4
096190015	atypical	male	4	10.0	4	4
096190016	atypical	male	5	10.0	5	5
096190017	atypical	male	3	10.0	6	5
096190019	atypical	male	6	10.0	4	4
096190020	atypical	male	6	10.0	5	5
096190021	atypical	male	7	10.0	4	4
096340004	atypical	male	6	10.0	5	5
096340005	atypical	male	5	10.0	5	5
096340006	atypical	male	3	10.0	5	5
096340007	atypical	male	4	10.0	4	4
096340008	atypical	male	5	10.0	4	4
096340009	atypical	male	3	10.0	4	4
096340010	atypical	male	4	10.0	4	4
096340011	atypical	male	4	10.0	4	3
096340012	atypical	male	3	10.0	3	3
096340013	atypical	male	4	10.0	3	3
096340014	atypical	male	5	10.0	4	4
096340015	atypical	male	3	10.0	3	3
096340016	atypical	male	4	10.0	5	4
096340017	atypical	male	5	10.0	3	3
096340018	atypical	male	3	10.0	4	4
096340019	atypical	male	4	10.0	4	4
096340020	atypical	male	5	10.0	4	4
096340021	atypical	male	3	10.0	3	3
096340022	atypical	male	3	10.0	3	3
096340023	atypical	male	5	10.0	4	4
000260001	atypical	female	6	10.0	8	8
000530145	atypical	female	4	10.0	8	7
000700063	atypical	female	7	10.0	8	7
000700065	atypical	female	5	10.0	6	6
001040108	atypical	female	7	10.0	8	8
001450051	atypical	female	6	10.0	6	6
001450063	atypical	female	5	10.0	7	7
001450109	atypical	female	5	10.0	7	7
001450116	atypical	female	7	10.0	6	6
001450140	atypical	female	7	10.0	6	6
005750059	atypical	female	7	10.0	7	6
005750099	atypical	female	7	10.0	7	6
005750268	atypical	female	7	10.0	7	7
005750270	atypical	female	7	10.0	7	6
005750300	atypical	female	7	10.0	7	6
005940195	atypical	female	3	10.0	7	6
005940234	atypical	female	6	10.0	6	6
005940237	atypical	female	7	10.0	7	6
005940238	atypical	female	6	10.0	7	6
005940252	atypical	female	7	10.0	7	5
005940267	atypical	female	3	10.0	6	6
005940318	atypical	female	6	10.0	7	6
005940373	atypical	female	6	10.0	6	6
005940380	atypical	female	3	10.0	6	6
029810204	atypical	female	8	10.0	7	8
030210118	atypical	female	6	10.0	8	8
052180041	atypical	female	7	10.0	8	7
054240025	atypical	female	7	10.0	7	7
060100100	atypical	female	7	10.0	6	6
064010057	atypical	female	7	10.0	7	7
064010135	atypical	female	7	10.0	7	6
064010150	atypical	female	6	10.0	7	6
064010173	atypical	female	7	10.0	7	7
096040001	atypical	female	5	10.0	5	4
096040002	atypical	female	3	10.0	5	4
096040005	atypical	female	5	10.0	4	4
096040006	atypical	female	3	10.0	5	4
096040007	atypical	female	4	10.0	5	5
096040008	atypical	female	5	10.0	7	6
096040009	atypical	female	6	10.0	7	6
096040010	atypical	female	4	10.0	5	5
096040011	atypical	female	5	10.0	5	5
096040012	atypical	female	3	10.0	5	4
096040014	atypical	female	4	10.0	5	4
096040015	atypical	female	5	10.0	3	3
096040016	atypical	female	3	10.0	4	4
096040018	atypical	female	4	10.0	5	5
096040019	atypical	female	5	10.0	4	4
096040021	atypical	female	3	10.0	6	5
096040023	atypical	female	4	10.0	5	5
096040024	atypical	female	5	10.0	5	4
096040025	atypical	female	3	10.0	4	3
096130001	atypical	female	4	10.0	7	6
096130002	atypical	female	6	10.0	6	6
096130003	atypical	female	6	10.0	6	5
096130004	atypical	female	7	10.0	7	6
096130005	atypical	female	5	10.0	4	4
096130007	atypical	female	4	10.0	6	5
096130008	atypical	female	5	10.0	6	6
096130009	atypical	female	3	10.0	5	5
096130010	atypical	female	5	10.0	6	6
096130011	atypical	female	5	10.0	6	5
096130012	atypical	female	3	10.0	5	4
096130013	atypical	female	4	10.0	4	4
096130014	atypical	female	5	10.0	4	4
096130016	atypical	female	3	6.7	3	3
096130017	atypical	female	6	8.9	4	4
096130018	atypical	female	5	9.0	4	4
096130019	atypical	female	3	10.0	5	5
096130020	atypical	female	5	10.0	6	5
096130021	atypical	female	6	10.0	7	6
096140002	atypical	female	3	10.0	5	5
096140003	atypical	female	6	10.0	5	6
096140004	atypical	female	6	10.0	5	5
096140006	atypical	female	6	10.0	5	6
096140007	atypical	female	7	10.0	5	5
096140008	atypical	female	3	10.0	5	5
096140009	atypical	female	7	10.0	5	5
096140010	atypical	female	6	10.0	6	6
096140011	atypical	female	3	10.0	5	5
096140012	atypical	female	4	10.0	5	5
096140015	atypical	female	6	10.0	5	5
096140017	atypical	female	6	10.0	5	5
096140018	atypical	female	3	10.0	6	6
096140019	atypical	female	6	10.0	6	6
096140020	atypical	female	6	10.0	6	6
096140022	atypical	female	7	10.0	6	5
096150005	atypical	female	6	10.0	4	4
096150007	atypical	female	5	10.0	4	4
096150009	atypical	female	6	10.0	4	4
096150010	atypical	female	6	10.0	4	4
096150011	atypical	female	6	10.0	4	4
096150012	atypical	female	4	10.0	4	4
096150013	atypical	female	7	10.0	5	4
096150016	atypical	female	5	10.0	4	4
096150017	atypical	female	6	10.0	4	4
096150019	atypical	female	6	10.0	4	4
096150020	atypical	female	5	10.0	4	4
096150021	atypical	female	5	10.0	4	4
096150024	atypical	female	6	10.0	4	4
096150025	atypical	female	6	10.0	4	4
096150026	atypical	female	4	10.0	4	4
096150027	atypical	female	6	10.0	5	5
096160001	atypical	female	4	10.0	6	6
096160003	atypical	female	7	10.0	6	6
096160004	atypical	female	5	10.0	6	6
096160005	atypical	female	5	10.0	6	6
096160006	atypical	female	3	10.0	4	3
096160007	atypical	female	7	10.0	6	6
096160008	atypical	female	5	10.0	6	6
096160009	atypical	female	7	10.0	6	6
096160010	atypical	female	4	10.0	5	5
096160012	atypical	female	6	10.0	6	6
096160013	atypical	female	6	10.0	6	6
096160014	atypical	female	6	10.0	6	6
096160015	atypical	female	6	10.0	6	6
096160016	atypical	female	4	10.0	4	4
096160017	atypical	female	6	10.0	5	6
096160018	atypical	female	5	10.0	5	6
096160019	atypical	female	4	10.0	5	5
096160020	atypical	female	5	10.0	5	5
096430002	atypical	female	4	10.0	5	5
096430005	atypical	female	4	10.0	3	3
096430006	atypical	female	5	10.0	3	3
096430007	atypical	female	3	10.0	3	3
096430008	atypical	female	4	10.0	4	4
096430009	atypical	female	5	10.0	3	3
096430010	atypical	female	3	10.0	2	2
096430013	atypical	female	3	10.0	2	2
096430015	atypical	female	5	10.0	2	2
096430016	atypical	female	3	10.0	2	2
096430017	atypical	female	4	10.0	1	1
096430019	atypical	female	3	10.0	1	1
096430020	atypical	female	4	10.0	3	3
096430021	atypical	female	5	10.0	3	3
096460002	atypical	female	3	10.0	3	3
096460003	atypical	female	4	10.0	3	3
096460004	atypical	female	5	10.0	3	3
096460005	atypical	female	3	10.0	3	3
096460006	atypical	female	4	8.9	3	3
096460007	atypical	female	5	10.0	6	5
096460008	atypical	female	3	10.0	5	5
096460010	atypical	female	5	10.0	7	7
096460011	atypical	female	3	10.0	5	5
096460014	atypical	female	7	10.0	7	6
096460016	atypical	female	7	10.0	7	7
096460019	atypical	female	5	10.0	7	6
096460020	atypical	female	3	10.0	5	5
096460021	atypical	female	4	10.0	5	5
096000002	atypical	female	4	10.0	6	6
096000003	atypical	female	6	10.0	5	5
096000004	atypical	female	3	10.0	5	5
096000005	atypical	female	4	10.0	6	6
096000006	atypical	female	5	10.0	5	4
096000007	atypical	female	3	10.0	5	4
096000008	atypical	female	4	10.0	5	5
096000009	atypical	female	5	10.0	6	6
096000010	atypical	female	3	10.0	6	5
096000012	atypical	female	5	10.0	6	5
096000013	atypical	female	3	10.0	5	6
096000014	atypical	female	4	10.0	6	6
096000016	atypical	female	6	10.0	5	5
096000017	atypical	female	4	10.0	5	4
096000018	atypical	female	5	10.0	5	5
096000020	atypical	female	6	10.0	5	5
096000021	atypical	female	4	10.0	6	6
096000022	atypical	female	6	10.0	7	6
096060001	atypical	female	3	10.0	5	5
096060002	atypical	female	4	10.0	7	6
096060003	atypical	female	5	10.0	6	6
096060004	atypical	female	3	10.0	7	6
096060006	atypical	female	5	10.0	5	4
096060007	atypical	female	3	10.0	5	5
096060008	atypical	female	4	10.0	5	5
096060009	atypical	female	5	10.0	4	3
096060010	atypical	female	6	10.0	6	5
096060012	atypical	female	6	10.0	7	6
096060013	atypical	female	3	10.0	7	6
096060014	atypical	female	4	8.6	4	5
096060015	atypical	female	5	10.0	6	5
096060016	atypical	female	3	10.0	6	6
096060017	atypical	female	4	10.0	5	5
096060019	atypical	female	5	10.0	7	6
096060020	atypical	female	3	10.0	6	5
096070002	atypical	female	6	10.0	6	6
096070003	atypical	female	6	10.0	7	6
096070005	atypical	female	7	10.0	6	5
096070006	atypical	female	5	10.0	7	6
096070008	atypical	female	4	10.0	6	6
096070011	atypical	female	7	10.0	7	6
096070012	atypical	female	3	10.0	7	6
096070013	atypical	female	6	10.0	7	6
096070014	atypical	female	5	10.0	7	6
096070016	atypical	female	4	10.0	7	7
096070017	atypical	female	5	10.0	6	6
096070018	atypical	female	3	10.0	5	5
096070021	atypical	female	3	10.0	6	6
096070022	atypical	female	7	10.0	6	6
096070024	atypical	female	6	10.0	7	6
096110001	atypical	female	4	10.0	6	6
096110004	atypical	female	6	10.0	7	6
096110005	atypical	female	5	10.0	6	6
096110006	atypical	female	3	10.0	5	4
096110011	atypical	female	5	10.0	6	6
096110012	atypical	female	4	10.0	6	6
096110014	atypical	female	6	10.0	6	6
096110016	atypical	female	5	10.0	5	5
096110017	atypical	female	3	10.0	5	5
096110018	atypical	female	4	10.0	6	6
096110019	atypical	female	5	10.0	6	6
096110021	atypical	female	3	10.0	5	5
096110023	atypical	female	5	10.0	5	5
096250001	atypical	female	6	10.0	7	7
096250002	atypical	female	4	10.0	5	6
096250003	atypical	female	5	10.0	4	4
096250004	atypical	female	3	10.0	5	6
096250005	atypical	female	5	10.0	6	5
096250007	atypical	female	5	10.0	7	6
096250008	atypical	female	3	10.0	7	6
096250009	atypical	female	4	10.0	5	6
096250011	atypical	female	3	10.0	6	6
096250012	atypical	female	4	10.0	6	6
096250015	atypical	female	4	10.0	7	6
096250016	atypical	female	5	10.0	5	5
096250017	atypical	female	3	10.0	5	5
096250018	atypical	female	4	10.0	6	6
096250020	atypical	female	5	10.0	5	5
096250021	atypical	female	3	10.0	5	6
096250023	atypical	female	4	10.0	6	6
096300001	atypical	female	6	10.0	7	7
096300002	atypical	female	7	10.0	7	7
096300003	atypical	female	5	10.0	7	7
096300004	atypical	female	3	10.0	6	6
096300005	atypical	female	6	10.0	7	7
096300007	atypical	female	3	10.0	7	7
096300008	atypical	female	4	8.6	6	6
096300009	atypical	female	7	10.0	7	7
096300011	atypical	female	4	10.0	7	6
096300012	atypical	female	6	10.0	7	7
096300015	atypical	female	7	10.0	7	6
096300016	atypical	female	3	10.0	7	6
096300017	atypical	female	6	10.0	7	7
096300018	atypical	female	5	10.0	7	7
096300019	atypical	female	3	10.0	7	7
096300020	atypical	female	4	10.0	7	7
096450001	atypical	female	5	10.0	6	7
096450002	atypical	female	3	10.0	7	7
096450003	atypical	female	4	10.0	5	5
096450004	atypical	female	5	10.0	4	4
096450006	atypical	female	4	10.0	5	4
096450007	atypical	female	5	10.0	5	4
096450010	atypical	female	4	10.0	6	6
096450011	atypical	female	5	10.0	4	4
096450012	atypical	female	6	10.0	7	6
096450013	atypical	female	7	10.0	7	7
096450014	atypical	female	5	10.0	5	5
096450015	atypical	female	6	10.0	7	7
096450016	atypical	female	4	10.0	4	4
096450017	atypical	female	5	10.0	5	4
096450020	atypical	female	5	10.0	4	4
096450021	atypical	female	3	10.0	5	5
